crimeID,longitude,latitude
2071d68f7af15e3c61a50716fb7e9975a6ede5aca151972495fb5124aeeb9aa6,0.012614,51.433033
21b906a047f3068ae5f8449c1839da7091e0d08b7c83db35e72a7c27ad77d6e3,-0.156134,51.651286
2444c50cc9f7cedef263f27d92cd45c557d24f31890e0113f8a9e79b8a7949b0,-0.118487,51.557069
2628155af7b349269a00fdd05f02a74c744e5e3d11961187ea4af99a349da56c,-0.13273,51.603418
28d13954713480b6dc453f1694c42bab66f3f2617a00deb7ed173737a5768b67,-0.006898,51.543293
2a14790aa94a3d49ce2720ca747b36f885a8cc8f5b4d816501e665d67b8710e4,-0.073686,51.525497
2b82bac4513a7ec7bf07310d035785eed14ccf0b9f9e3f20eb6fc98904dcd3f8,-0.026728,51.510616
2bd278b08d3295b051e411e111b1e52bc7ae1c47a517e7d6a2802ce0f0f3d552,0.015237,51.40404
2c919e6a5ecbb11d2b904af63c38acc3bf3018360c3f303fcf2a61d582e1036a,-0.000585,51.553068
3202dba61a5a896763bf0930b1632468325b562e12150a94bb4df2cb772942ae,0.144788,51.530932
36cec04073657fbdca9ff4b0cc4e4d694a55127dac7ea0751a115f8e61a0943d,-0.01727,51.574736
385a73af49951aaf20000183ea29f351192fe73559e192209fa949ee8258afa2,0.104233,51.501289
3cc520a133120f9bfbe30917a27541619d63b961ccbeeb95d1f8c6744da427f7,-0.25237,51.582339
3f7990fac3dd5fd9aef6acec60e4ac86c389090628443cec59d084ef8e56e5f3,-0.305328,51.514388
4317366e43fc4473cf76279043427d9e3f058ac9756cc3d0fef86de571f84a3c,-0.070089,51.562283
431c35c09f060084de8b562ad8ca5240808b4364641d8a997c2f5069e10e549d,-0.259035,51.566954
44d7cd532148dc4114015ccd57ebdb6f3dedd93de919a199b080e60930adfb7f,-0.033451,51.525153
48c8edf783b8a7e8f28ff001f59eacc6201858fc24e96760d2db2e4c843f582c,-0.096709,51.374949
4950812bf2475927801cc696269220e7deb75b6063f62f6fba0af92463d211e0,-0.216092,51.458561
4b1377d9e6181c5aa8a747fbc86887ed035660025647c7760407ce7eaa4ba4c4,-0.340541,51.542511
4c4d042e64e622b09bd21be923012e7c00b89c493d7df4b9bc59ccf6bd577597,-0.128984,51.51084
4cdc1f364d27e018ebe226480ead91dfec32ff8d13e7832eddc058ca002ac053,-0.027052,51.531449
4ffcdbaa6248a33699e6208366bdb61ef9ac54bd3049d3fdc860f36990bf530a,0.012013,51.492674
518566c8850db4b6d7e3d668223e4d03200d16202995a37c713cb01204cadf80,-0.371762,51.562286
51a4a8ad9df71417d9ecf860406d2b5e7fd50789c4fe505e12db77e6bafa16cb,0.1314,51.495556
528ca90fabfaae44df5f7b2d0a002a5a827e6ed2a469903fc0746e200d25df08,-0.176162,51.482739
566a27d864959330a2f6d14487c39c816c5038dd054f7ce057b0d4ec69d16932,-0.113383,51.586976
594505425cd75552b8dc587573c099b0ad3a7e6ce99f8675a277bda105aea06c,-0.029554,51.648052
59a569a82a7572b702c581a5119df2770cef11af5462e62e4525a2db4bd9776e,-0.043735,51.383978
5a917214dbe8a91d635d1a2f5f67f77ddb9da9f4767317719bd64b2d450f0f00,-0.222961,51.444035
5f080d01f4e660fd1e29fa1c557721a758900bbe6e48114c5c175eb8e5265d61,-0.124436,51.580077
610d6c22e4d1e4697f0a151d86aa6f614e3518313822cc587697655ce480105d,-0.114788,51.462606
64a54d2ad1bbcbdbb0c2f1f8916b7281883d2448fa7d17730c2cb39c7d315f27,-0.389191,51.512359
687532b85ece1429c4b50d253f4cb6f3b412413a2133f6be9f65208b6ead0cdd,-0.352282,51.472047
69a0a10b2ed473b7ca4737327a3c2eee59f6027b1b61d4464900f459b211a71b,-0.129438,51.513064
6afa2c74f144e523aa79b4b9f676c41122acd08a8999b3d1b7562c5c9a28b764,-0.201098,51.486245
6b2b4a033f9a11065e2f5232ef8b6d9cb7e801ac9716680e2ba7961a8fb94b8f,-0.162469,51.371845
6c09b6952eb39177734caf94ad4aff691fb58e6d2584c9f76e4bd4f209f91db1,-0.049096,51.543283
6c1b7172e5f452174f405a70fff002c1f37527689eb975817c4ed193a1c18ff3,-0.189609,51.353616
6cfb03a911f121a2dcba8e76b1005d3811f0e684f53528ff52e48d8a04dc51c2,0.135924,51.587353
6d8bd4416e3475d239a914332f8a014959a8d2b945733e4935720bcd66964c4f,-0.285675,51.557634
6dcb0e579b896b3f3f5e315a1b16935bccf3f5c5fd90f54ed8e7c703960d0fc7,0.022099,51.529829
6e742da1f9f050a36fcfb51f771282e35cf80806383869503567786a40816742,-0.192743,51.465515
6f63861b5a3438e9d8a095cdcadc63e4824dac317c255556a06ff89604eba87e,0.039396,51.601003
6ff226ca53953cf37b569791691a2c0f34d3f9319fa6ac6ac96dc9ac2f6e7d3d,-0.193059,51.361536
700e95488306e3b7b527868bfe2a0c141668962ea606254d38a664972965d816,-0.146304,51.52289
71260157e3f0b0dfc88ef0849c2338ae15d4a1cfeeb0d3ae16c5437cc369c68b,-0.105091,51.623181
7199643171c96a653dd5f7bec5db58788383f879ae07591e03d4837b5e8435a0,-0.074819,51.557857
72eb97fb9a9295db5391c673e775631cc5740d675e95aa9f950b983be15215d9,-0.287144,51.607599
79782336db0990fdc82fa1c3facae14962bf3a1ffa72cff74913bc62092305a9,-0.2679,51.384027
7a06eb3cfa7cc671566866fe6aa2b7f775ce6d56ad16819aa9ce08b0621267f4,-0.201293,51.544582
7cf62c1bceb2ee6a4a13a7d2157cd865f268b937b5fcd107fcb52801d06e0e46,-0.130495,51.511534
7dbf12b59689c5f9bfa2e3b71d529cbfd1b09c132542968997f2bc2a9f7fe32b,-0.099674,51.399107
7dcef8189f84d9fadb38d67487f998cd53b9a7aabdc2ed60bdcccd1aac4d806d,-0.038932,51.670564
7de36c1c7f4d45815ff0ec2951e1b07420fe4375c672b9a5f54605952a81c283,0.045955,51.503993
7fea348445bad036f9b13c0c8dd131d69231c185cfac684c1b15b5c0ddd95a94,-0.176131,51.42212
7ffc7e84caec9cf2946c1d3d5e63f0b61de831e49ff0017c1326aaa5bf003d7b,-0.084172,51.632796
81d7bceb78c347832d9e96aa81e56f3bd99bc80607a3d5954394537c08ec3521,-0.11047,51.54757
82c80d3c8fcf75d8ac7b9f54f823cfe9cef625a012981b41d739503cb3411f0d,-0.033458,51.590538
84410abd0148ac8b9c7340bf6518c8a71e4b33c6ebc4e0807b93ffd81971df55,-0.217565,51.500183
85f551f9573ed5ea113c8673756f172d33dc6eb170ca1f7be59c1b1170d9cb5a,-0.452714,51.47116
8688c11d2d9d3955f3068916335b971da322e1c54659c83dc26b06d3f5b1775b,-0.151335,51.492989
868f7dab4cf763f84c4fd108ded5d8d88f88bcc9e31964a21b43d9a4e8475cfc,0.072534,51.558445
871896b6ef5ec31b6cba9c23c0fe63d1447c27af9c4e39d00550d1b40965de59,-0.223084,51.522019
88660cef7085ac2cd61cf9eef22e0b51d0504a89813686590559817b22dbb7aa,-0.133438,51.514971
88d4da8e087a603eab8136b2f005931351ffb03430ce959702401b326201bfe6,-0.081058,51.497246
8c06a14850cc85aed5bb9497cc01223988b0206c335c4db56f1e686d6cdcc4b6,-0.235161,51.536616
8d8f46f0db2090b222bc5a41d5dcffbc711a7ec3a54ebc20bcf50b86d3e8dd64,-0.415037,51.516749
8e3d016d0dfe477246dec99b32e08462aadaac4eafabf358904157bd0979efee,-0.048139,51.442558
8f009ee295728e77b7ef8c49d6d89eef010528ebdf3024dcef5ed952b6e71503,-0.199465,51.527693
8f1a1f7d7fce1d6e2130309bb525895f3efc302c89050949805b7c3c3e03b089,0.053359,51.541417
90af677fa10b6a36968538cdaa3186c4a24ee7352dcd3afa671fcf5badbfabe2,-0.186273,51.516834
983f7956833da3b44f83ff5ac5cb666f9c8f908ecd42bcee65b09e4ddcb45170,-0.235846,51.508067
9c27939947e59ca861b74c5066d45be5b4212b8c2263bd938dbf7a5c6bbb1adc,-0.135545,51.543142
9e9f1e8f2dfbaa788128d551c67b4473fdef40894ea896dcd5675f5dc3f814de,-0.081278,51.527339
a112857685438b5baed302acc27a720bc45cc5bf119d81cb65155d057bbd1eb4,-0.059564,51.490094
a14197045123b19e2813438b1fe289404d6ef75e490b3a486be69fd166f5ac14,-0.069592,51.473327
a201f0dae1e199c9abab27fff13976f304d850a274df08c3fbdfa08feb10fa6c,-0.338618,51.45779
a3167288095f550bd03fd9fa1693f634bd205cc1134a75674eae4b6054fbe934,-0.409133,51.440037
a4d8d83a76fd385f8f66e930165dbf4e2e7b5adf10bd96536209a15bfe03678d,-0.1058,51.534986
a56b3adcf4e363ce37ec3d0dfc37004bfe3e9b6813e8501eb99e18c1587a0a42,-0.151711,51.613943
a5a6745913dde86c8381110642e3d859ab34ae5a72a4a935f16bf6b8b946e50a,0.177936,51.45086
a76c910815695a9d38e89f6b80728c9bdebdcb29667e090254870cb0e2ca87d5,-0.141346,51.528531
a77407e0065e6d560316a34093543adf04960cc8fc58f901825acb9096f430e8,-0.138803,51.513114
ad3459c758c1378376b7b66edea64ddba888fec0d63122d2bf983992e21170b0,-0.263714,51.588425
adced2a283da03cac57722f8b62d6096f94050a8a3c1fedc7664ac16555f8bd9,-0.477183,51.545753
afd44f63f8cdb1935a1863cd23c35f64630659182f4d22e01982e77365361f09,-0.107398,51.338396
b19b3b9fd39eb5b94d84f68119c8d7eb004e20268e55334ae5deddc71be0484e,-0.084944,51.484289
b3b85f3f7a4cd96b7ad572974ea020b543c0038c20fc88149cc496d28bf6bc8e,-0.172996,51.493841
b3bece48eed0e6ef798de165796cb37067ed1a5ae2808ae5a232edbc9411631f,-0.125167,51.484381
bc491ccb1596c51df54b2b035f59b167e726895a8f89bca14e21e07a493872f7,-0.233776,51.546694
bdc95ab85c1339f13260c654e3514771535db74a94d2d1d18ea4dce2ca53e1ff,-0.117357,51.432692
c0627b37e22647867136ed092f819e3d7d7539332dae35f1b21d52c02a772c1e,-0.130495,51.511534
c2a65f00f6058572b58342cb9e3be654077e55b55b53057f085b6b1428dd14db,0.02152,51.550594
c42bfc0f2b9a89a18d57b148ad457f49e66239e604e36cb5e08ef6699b1ffd6e,-0.017371,51.468867
c49f2d16096220834833f0b84666e56155243a67583f8a22edf8d28c78f19a74,0.054855,51.535887
c52e96c3d97e45af75282066072aa7c55773f9e79981308df9bc7e71b95a6290,-0.250787,51.588251
c6e3a40f3910b1caf4532b7a8657437a4c08dfbbbc59e5abbf4ca1f57b156be0,-0.262582,51.409774
c821bf08600774025da30eaef5efa434b4ce07be6e23a76197d11dedd64e78c6,0.01632,51.429651
c83608328ffb602fcb525dc7ca8857e9c9eaa62b465ee6dd94cddc6b2c8c782a,-0.076966,51.456173
c9cb1c4843399e5f796139feb1f078ba0007651e20cff536a1e08ffdf4f39273,-0.173787,51.465752
cc176f4d4c21620a9eddda64c57269b54288d31791d4a67a87c6859c4a59741d,0.154514,51.546069
cd22dfe75f2afce518b78c87abee2cdd5489c91290ba63ee29e2efab01aaa5f4,-0.185725,51.520818
cdc2980f3ddc9127e9b3748625a7ac2a1bd1e3b63db1f2a1283f708c0a9c37b3,0.189512,51.468972
ce337c9ceae476c9416a331004018d75cff7754d4b4efcd2e15592bd7d42b43b,-0.043404,51.66277
d0c473d131e17e2144fa7706e3eb5501b0f431258c6841fcc7d3c043e040b28d,-0.175109,51.544807
d3967448057231abcc53946846545bbd0e2433fa09549491ad7863a4d5d32166,0.081158,51.489444
d6ea02e7d2ad2e0a75d42f5ca5b1176416bf08a3daff067aa2887ff465a9c6c9,-0.168349,51.609663
d842923901c4ee02b5b7a2a295346cbbaf09807c2bac78b592c8a82fca577475,-0.143092,51.515753
da08e4564507d746ad7414fe16020efa873fcfd7bf2d5b83ed6432432f2aca13,-0.052931,51.538589
dbffa8d35a80dc6e57be4a06d815498980c5ed3f3306824ffbfe7dfa222f937f,0.015471,51.399233
dc2dfcd4f8810826d469348aec005505d004fe8e251036cf7140d4e4dd9f226b,-0.283703,51.489273
e1a0b02aeba50c4aca01912b56ac114023bc5675faf759edbad5d3a1841496b0,-0.140222,51.515088
e1e7920a12eb18a55184f2362cedf7ff54e901879e529944e629ba74bb54d857,0.018498,51.42062
e2b1eb613f03d0aab51c2897b53d5db3cacabd2fd2609fa3d2f788e1a8678309,0.092913,51.568047
e62e199c5e26e916ffb28d429cf45b2ea71ce44e3a8b4c11ff92b28e50fc26b7,0.206925,51.599034
e98e03858933d9f444e852498f08126d394606d2887c0fcef013107848f695a8,-0.131211,51.492976
eebec79f66af835a293d8e441ff8d287ec93e52788c8f50bf24270cc76790276,-0.334209,51.58825
ef59b86cc95dab95f41ce8b928c6b650ebee6530e1614985a8fb9a4458c39c7b,0.106915,51.564406
f29e416862fb011b772221769d32937c3c1101827816e11e19e42d00911e78df,-0.39846,51.558319
f2b44532535e5347b93804ebdca9f9e2e2016864302ff3ebe6855332842949fb,-0.101675,51.373681
f45782d94d1b61842e236da673b174f7e27e39235c0cdc515166269b32a5eb7c,-0.321417,51.504449
f5783fe8be3acd4d60bf2bede8ec049eb892beca6e888aa14070bb8a20286158,-0.09777,51.524586
f9de30edb8805f8c7348e547f10868e377412f42cb37be08f8a630164e2facc9,-0.112677,51.505035
f9eda0452bd2edb1d824de6c63c13277ff0e993953c8507c048cfa5a0389d7c8,-0.032364,51.474443
fa9c8c4bae4566a47ec0f088517375a441995d64808b07857947c065b06c54f7,-0.16685,51.428675
fac543d8fc76440021bc4e1ec6d67ddb03dfadd017c16275d0c6bfafedf3aaf0,-0.436283,51.602918
fb834bbaa73db3306031b93d74b1e7e3354120f6034baf86497a5844c64f7148,0.224117,51.56227
fcd1e2ba9f674d4758276b8869a19744fc9820050a9db3055f4a7fdea2e2d467,-0.023898,51.386406
fcea12c6a9ffcf48890bd8073a6407e9ded1e43f9d1a74db0dcb4d8e53792ceb,0.072159,51.540025
fdacadb08dd8749cd24ba3753cf5c7064f41031b8932fa56f630f3267ff64da9,-0.303896,51.527343
uhgn5zn9ty6s7hzeknymg1z2x8md6aoqh25kj9a4pdxip8bjptm12s1ecv16p7p,0.164632,51.569231
2hbm3qzwwi450daw9pkaxpd0p4ba77bgdxccmmn8wvpgs97lql6926hfzq0kjef,0.125674,51.625094
evn32o0lg5prb10dk17cxjmkdoi3ulqb2nm8u85px51zue33iesh9jj5kc42ji9,0.062638,51.626788
aqqga351x5h6dynsq5jwaornl1eamawmn1k26gavqp00hwnu5s3g9tpbwgwz9te,0.051113,51.667331
ksomxruuhn0gbcvni2yqrc4wbxkunl017au9s426sror0g60gv1kud9kypuljj4,-0.413991,51.607994
f6rhlcg05x8uveu4nn3ja32divuexz2jq54bs1qub6i5qvin7jz199iv25mvcny,-0.157211,51.54362
2lwd50wtqsc2lozq3fjex4s0e5qf5j1uy00sw7s6q8dk9ydjnwoqpyhbitkxzpd,-0.410348,51.550238
rfy2q088c058n0k2066havy7dsf1iwmp1qxojq0txjrm9mbkxptpjsmg4wsjaq9,0.029985,51.608102
zqhozxktoaerjusvfc2o438571yuq0s8g4eczo01ebabad8tj6exka0lqb4ndfe,-0.3633,51.661721
jbsflz9p2gnf1ciavt4301tl93w8via6ckmwce44tuld8r4ldppb6xczi1xg0nw,0.112055,51.633687
3wxjw8g3whrwa89b7kugdjt7dypm0j7s6wa53sjnb6u6sdhpgksg99k6dxkjvyr,-0.305698,51.383477
ppqzdoj8k32bcencr216c7dbzuerx99v9dtn5101bnmesxsvk92wtajsnmg3eqq,-0.027481,51.595059
fclaihqfwvaie551b57tx5fzi6svas5wx9boxrse7fxuip1whyorggf3fo9sqcf,-0.123278,51.486999
jay680kwwaj47jsptuxz2hv6e1prwn4pommqz46rngysfl5od7ppwlny0b6skk1,-0.436786,51.486015
22dnue7ygwbc3qyiegq4k2w7azq6eo1hz6n5cc51esviy1q6ki0nzgpupiu4pl1,-0.295885,51.65186
ljmg45rhs4fqpv541wl230hzls0bju70aayk9yydwxs2xb0j56x2wvh15twxwh8,-0.130827,51.445983
9elrauqn6rvhwjbwi6w3n2bq6lgbtri1700uzxzo914wez2awfowlvuwa1yqenq,0.162534,51.579378
w9kco81x9cy7oxxsl1hd4tmfjr3o9wpoufdpi7cu7wlqdrk6s4pr1cy8v435oej,-0.222613,51.626891
wp100dbnxe4stnatvag5g0a6r2869wwh35eatkgajmoutemtpqrf2s9o2vxub1g,0.013732,51.371266
3imoxdhoz5ayu5i6a7u3ierdetkxjsn8nf1xe5529sy9b1p3upnqhxge6on44db,0.129268,51.66195
z6jphb52spt3kp4ve9zg2np7ivflht9hytbehh4ehoqti00xz6e9grrkgd51y6n,0.192151,51.66599
j0ygelb6x8tsmy113n3j7r1sz508pzklr9f4kfd5zw8gdb4j15t766s6p8tihhs,0.171096,51.45275
092p35nkbkon2loswm6a7cheawqien1kjynpk1dd3b2gtkrygfl9g8ktte7pd2g,-0.202703,51.459878
yq0dq7gmckkv2aiqbj91tw4dd2qwrcgz2etlgowobtd6pdoxv4htm96yysv6c78,-0.129465,51.361611
a5wbkrmt7lys3iep5yybu5wxt3d9ml8b1pbd3svy2en26w13j3f4vsyb8xv4hrp,0.039021,51.643874
9h9s2fvta719h8q0vs1t9vz3c64u5y6yzhny6acyqojy13u66b4u9n7dhrd65o3,0.160911,51.648587
fwptaxmzpn98laatep9gpi54fh0xgwxko6b7po1vchm2qk4fsxcbq8n0zqft96s,-0.383565,51.468169
6rv8r6vrt5gni5bdz4yrdxj7yl1uzumfcjm0difdmqy3l2151earpxe5gkh46qu,-0.02447,51.549881
71ulc81jjq9zihrkvfo4r3y4z3qb0u7expip0enifrfiy0om3dqsfe7g3hxpkk5,-0.087214,51.518632
9m8lc54b3ar5xegj9w1q75tu4mzq8hvhyhxuo8mbinc63iv9kpfiz1hg2vbyx2u,-0.156723,51.491578
hyo29vvi1sz85yrofwa8gre0v29z7aosifagiv0nj972xvicgbxytx6anp4dgob,-0.114315,51.442582
uph6uey19cuapno4vfr8xgbio4x6qscy0ef9dec8zmk0xz5uk9d0p0a8jxi4m39,0.16454,51.638729
ge6aeaklwfo5gaysk4n24sbr1kbi3nqlb8hnrpwluzpvhb3xk1vnypqd42pmpsw,-0.231119,51.538159
6aok80uzsf8dwgm19e8n5z6m5n0uwmysxdvj7w89ul6ttvpmdair7dwsbomwbik,-0.420986,51.444877
xuoesecl8xjpg5wnievxqv026cz7rri46bhwhjjvo3x5xzy2qvnzi61m2f2yxj8,-0.177574,51.340474
n4g4pwu9rvm0xjes6tt5482xr6bctjns2uly101jq5h2eswyc372l7t3jibf5rr,-0.084601,51.467788
x8sw8d8int26lxn8ww0kvoos07ecq124izm2gzyjl71zz8l0h9dwwr7b7gh7o1j,0.066773,51.65243
dwf9ri5etiky009df7z4dfkha6ha3djvmxds9j7br8bk2kk7nwvjq4ubk9yfd44,-0.092197,51.597755
m9zxx59yhmny49lxxzfuepl6daf7xvtj95w40st7iukzo2yvfey9l52v4j1u1cl,-0.323065,51.62601
wz1xx3goekinxbvpm4susopji1v4yefhbpk7u59m27w2m2uhcs4lzpgq8dz5z71,-0.182061,51.641699
gqx29ip3chgx7i2yk12p61ax8drru29l2xi5ksffv22eymnjz1m1vjcwm018obh,-0.462533,51.399798
9yksop29v8yjzeja30sx8duo7pfbg6izii2c8xxjhj8msy3ku4at48oeaonqefv,-0.001952,51.413784
rbc87msi4ubus4ihlgi8q7leupho987gxzxzl5jr6e792v0er3olyskojvtuhe9,-0.084736,51.629082
msczl2ulylelb210je95hpca41u4pblk9nnok9zm7mty8jpgw2f0e1gyzc73qb9,-0.084367,51.402211
9amt6lbo6rk2b8rv7i9lh6qj99htamcz36grz1psxo1rfhlkx6ccefrpazv3dq7,0.218052,51.622691
z3wd4nih3hciyipgpfj8kk5qcvopjlezuit70xs2w38vwds0qrcc3nn90dspv6u,0.191482,51.469617
vhsfw7pi6xr1qvi2jo1ubwtp8zaqguzu9cw7kuakoep7090yct6aj7hiug3up8y,-0.035603,51.349326
nreuyhbo1smzp1oacc2ygby9ufsk8jeddpv9woxuaj0g38wnqcfrsj4xg4wfnc8,-0.015652,51.343095
m65dz83pmo2a70zaxty2me3g3pxwflhkkcr9xm4bgemeq0gvbsg2vswdinopb2n,0.094151,51.602602
qzv6nspggqzln8m8dnv3xkhj1fk6q1rkiszwzvggusup4np269bxwf6l95x4v0v,0.125687,51.399384
kpc77wqto07dc9niz54d3fqb1iyz1zfwuwbw9i3xlvuuzi0fgdss1ovjoh6vvej,-0.279699,51.592774
43oh7irnhjvdajwuf7sxtcf4s97peg3zqty1fkv8o02mq3hfzhsvvlvlh80myh9,-0.276697,51.414715
xbz1i8axvh2tw9b8ocykwsv2gkepkndiye1d5nkhcown70s93echlxpcbc6824c,-0.017654,51.65888
rzu4y4py3nse1f5u94fuemajn6nhrvq2x9kztd1oyobkdjcdryxp4bavm5n2ey8,-0.372887,51.592003
hkoxs9pjtahwsftsmpvoy6fm78n9xzteij29fgqp1r1szg3mprs205see0ipwp0,-0.172884,51.557867
x8zjj4jyjetdfbgiols0jyqjcrl3la97zxh0e8271wi90rd4nikrrn67tosk0aq,-0.102077,51.615673
k8yqi1yok5shy3iw0l8954xudkhwygd6pd1twx9tsrv7d9mtbab5miieu7vrkx9,-0.067102,51.457574
he41y3e92vsvr38spxdgo77iq3qksze6ch5vq7dgeifaqu57f7x8jd8uc189j7m,-0.355794,51.511524
h1so5kydtwc508jaofjbgom8b0j6bzaybydrne90mx9zt5u83xdbr58rq6u08et,-0.385651,51.639192
18dyyrmp5slpkedvsrze8fzngsulg073hnwph8ycj3o4osgd7cj0jv3zuzdgx57,-0.021038,51.53859
ekviw3vjisgefp05mxromzpexqe36q6v9c61t2w4vublznboypk8zmnfo0wkaco,-0.459451,51.358084
pj7o0yr1744erowqfibhn72t6kjazz57hlsz0v3mo1rch9qa4tyuqv7uocvjayx,-0.378463,51.602965
1jv8u6agqpn0llv116ct5s3y4fklu6ekc0pz3mlkj05txt4d93e9gfiv8kirilp,-0.126364,51.477439
gz1iiofqgc499unpsnm11zjir6q9ar2vml3es0525q0loo5upcc6s8b592u5xvo,-0.127996,51.43508
c82qxpsscgdud5gq4croc3byrglcvpffbxt5amu3vfxhvvlu66kmvuc2cjbcvli,-0.273063,51.425698
alf906649gr2cd90afn4e6ttoz8i2mkyicym1c78xr3nu0hszgodksa2ju3jr5m,-0.171136,51.518715
s07oufxsfsdxp8zj0qzuxv9m4lpd0eh9llg5y635og2vckldul52vt6rz3zrel8,-0.261379,51.351808
ribri93evqciu6tj7o7jw93nnq2pi526hgl73pjyko6m876lk389zl4j145eszj,-0.242274,51.57256
gl8y4n7vbo786phynl310zpev34jea6aarm1uikuvvs53nfeediodr33taak0c2,-0.165956,51.493752
b8ijkyxnure2r6oanomc6kl5cvif6koeg6xvf5b4fjja84vvhskhr8o6spkslvd,0.160312,51.567061
on74ac933gufi9jdxcdm7lukud4l5s9l7gsffvslg1x1ibvxuzoh008jc4kyx3o,-0.230075,51.429593
ebro1je7r8ujo2tycv5suc7feab971h1rajodwvdbqf437upke3fx4n6tbgjpl5,0.021382,51.638776
z56iyv8adyjxsykudtzoo5t1jm224cy0wr9rffclfh7705oeqivral2zx8uwy7s,0.168602,51.560178
lwoydfp58lvjiq51m4jumcrvpoc41pkadndgbv4wdk6a0j3fyfhq3na7fv15s25,-0.361213,51.561709
o3mkyhn9onkbufq1wzta057myqzq0um0ach2ovk796x10clxk7u9a2fxi7egpaq,0.138319,51.410843
m5atytgaocky62yb7kcyncz6xlnvo088zfgac51tj05y0vgf7jtkm0tqb7vfh9g,-0.290788,51.528274
oz0dx6jyq7x3kd5zvw625gvb740tthzdq5u2m90ju8r7onlfacd93f8d0u06cju,0.199681,51.515037
zj68hq22h728fvpan094cgeye3j6k5dfpruxdohbkk5prpfw7notp4qpdak8sxv,0.069571,51.362421
tjy83tr0ro45jyb78x972xlj1s3hx4g1xcc6wezkpl5ofolby5aorulid2sxnl0,-0.448522,51.565166
tdx8974mx2gc7dywirmk2cjm3i2yrwvlh7wvqig3w3r4jyosp75r3r5uljrgbt7,0.012128,51.650312
6i4mvw5w6ykya70xuezxdcfig0mw4mb0c21kvnvpamrhvm4runzkre8uv64sl34,0.01322,51.391702
31cevwlltgbovgfnm721uwl8kl9g80b47aqcp3fl0l89ickrmbqm3w6gza2kbek,-0.285403,51.619002
fgxsti6zbvxluxn3eg1yxwwpllv0ju5nshr8fhnjcbdh94n0mg3mkqj0elk08dr,-0.213684,51.467529
my6zu9ib3n2r6fou4fnoqtr6ov5xzhotjr908qvdcsyac4isoccnpnie2o66vev,-0.259739,51.372767
lvypiaknje0tu8akdux4cfcwi6reyr4g90p28vowxb26fzw8145l9ubgizzv6p5,-0.154257,51.565304
4g0dtxuhrwpx75p23xtnh1n5vfl4cytktjf5jrlvfvcsxz67uhdrzgxpyjq9d4r,-0.371879,51.447451
5goot7kjxz1tzk51oix7n17e5oj1tzpre5gm7a1hj9pgfze3jet3ksnvc1ucy4i,0.043453,51.602518
ylussatvs6ayba75fjzh8177ip4mn073fyofbpmw2phbinq7ovb69491rmortk0,-0.409658,51.596384
